,Stamp,Activity_ID,User_ID,Hits,Misses,Max_Hits,GamePlayTime,Scores,Translanguage_Level_1,Translanguage_Level_2,Words,Course_ID,Usefulness
1,2021-10-14 10:20:43,fruits-yasmin-flashcards-3,65,5,4,7,314.5745743832238,48.96686318826695,1,3,"['pineapple', 'papaya', 'mango', 'watermelon', 'banana']",65_1,41.54676175552912
2,2021-10-15 15:38:03,pets-yasmin-flashcards-1,65,4,5,5,321.6503702968664,8.289613008207231,1,3,"['dog', 'parrot', 'kitten', 'bunny']",65_1,65.95311186356494
3,2021-10-18 10:55:12,vegetables-yasmin-flashcards-2,65,5,4,6,324.2371497029704,54.31061566909281,1,3,"['beetroot', 'cassava', 'cucumber', 'carrot', 'mushroom']",65_1,38.34051026703359
4,2021-10-22 20:44:16,values-all-book-3,65,1,0,1,322.4641846152184,83.69396657300909,1,1,['sad'],65_1,20.71049972468383
5,2021-10-25 18:35:51,theatre-all-videoclip-1,65,1,0,1,317.43620630651026,83.77536120386809,1,1,['duck'],65_1,20.661662946168434
6,2021-10-26 14:50:44,values-all-book-13,65,1,0,1,329.80888958074826,83.57276903625203,1,1,['help'],65_1,20.78321824673807
7,2021-10-27 20:41:28,vegetables-yasmin-flashcards-3,65,4,3,7,319.5817515657665,41.897186390041455,1,2,"['yam', 'asparagus', 'bellpepper', 'cucumber']",65_1,45.788567834464416
8,2021-11-01 19:17:40,values-all-book-5,65,1,0,1,330.1246455418488,83.56749744482235,1,1,['hungry'],65_1,20.786381201595876
9,2021-11-03 07:18:45,values-all-book-40,65,1,0,1,323.7752835681695,83.67253179766945,1,1,['stressed'],65_1,20.723360589887616
0,2021-09-24 22:17:19,farm-poiki-demovideo-2,66,1,0,1,327.9668794299879,83.60342111108287,1,1,['lettuce'],66_0,19.75513527187773
1,2021-09-28 21:46:51,values-all-book-4,66,1,0,1,320.05996644295635,83.73304646177532,1,1,['angry'],66_0,19.67736006146226
2,2021-10-02 14:54:28,values-all-book-1,66,0,1,1,324.84004999767336,3.65506024312403,2,3,[],66_0,67.72415179265303
3,2021-10-06 05:37:51,fruits-wendy-identification-1,66,12,7,12,312.52450239334513,74.6827285685534,1,3,"['guava', 'grapes', 'papaya', 'lime', 'melon', 'blueberries', 'orange', 'peach', 'lemon', 'blueberries', 'mango', 'pineapple']",66_0,25.10755079739541
4,2021-10-10 04:30:55,vegetables-yasmin-identification-1,66,11,4,12,335.2998376458826,74.72304962095217,1,2,"['eggplant', 'carrot', 'corn', 'chili', 'onion', 'broccoli', 'corn', 'carrot', 'beetroot', 'cassava', 'onion']",66_0,25.08335816595615
5,2021-10-14 10:17:50,vegetables-yasmin-flashcards-3,66,5,4,7,330.4857274879899,48.279888117909806,1,3,"['', 'portobello', 'cassava', 'peas', 'pumpkin']",66_0,40.94925506778157
6,2021-10-14 17:52:22,values-all-book-7,66,1,0,1,319.2110898530372,83.74677485105973,1,1,['scared'],66_0,19.669123027891615
7,2021-10-15 14:05:54,colors-poiki-game-2,66,6,5,6,328.233358336565,62.14904048773107,1,3,"['black', 'red', 'yellow', 'blue', 'blue', 'white']",66_0,32.627763645888805
8,2021-10-18 02:51:10,colors-wendy-game-1,66,6,4,8,331.56513479926883,54.022204175896505,1,2,"['white', 'brown', 'white', 'beige', 'white', 'purple']",66_0,37.50386543298954
9,2021-10-19 04:26:36,seanimals-flashcards-video-1,66,1,0,1,335.6115159438145,83.4750878987288,1,1,['shark'],66_0,19.83213519929017
0,2021-10-21 20:31:21,values-all-book-18,66,1,0,1,330.2787684709053,83.56492250816049,1,1,['sad'],66_1,28.535717893214763
1,2021-10-24 07:47:45,values-all-book-9,66,0,1,1,324.32778807414155,3.6634730139471454,2,3,[],66_1,76.47658758974278
2,2021-10-24 23:05:54,celebrations-all-videoclip-1,66,0,1,1,318.46709686398276,3.7587770381204386,2,3,[],66_1,76.4194051752388
3,2021-10-25 09:30:07,values-all-book-12,66,0,1,1,337.82390845477454,3.4373959905622025,2,3,[],66_1,76.61223380377373
4,2021-10-25 10:59:38,farm-none-demovideo-1,66,1,0,1,332.74089808753143,83.52362467076941,1,1,['rooster'],66_1,28.560496595649415
5,2021-10-29 14:05:25,vegetables-wendy-identification-1,66,9,8,12,325.23226705892404,51.30582235488737,1,3,"['onion', 'brussels-sprouts', 'yam', 'cauliflower', 'green-onion', 'spinach', 'mushroom', 'potato', 'turnip']",66_1,47.891177985178636
6,2021-10-29 23:59:22,vegetables-yasmin-flashcards-2,66,6,4,6,332.54989255285244,67.30562365673602,1,3,"['kale', 'potato', 'cucumber', 'potato', 'potato', 'beetroot']",66_1,38.29129720406945
7,2021-11-03 19:28:10,vegetables-poiki-2,66,0,1,1,322.2579293315293,3.697330663245382,2,3,[],66_1,76.45627300016383
8,2021-11-08 17:37:07,colors-kevin-game-1,66,6,4,8,333.605926418382,53.92507113409856,1,2,"['green', 'brown', 'red', 'beige', 'beige', 'beige']",66_1,46.31962871765192
9,2021-11-12 11:11:40,vegetables-poiki-identification-1,66,12,5,12,331.3953522780183,78.9511740166965,1,2,"['corn', 'mushroom', 'lettuce', 'onion', 'onion', 'zucchini', 'mushroom', 'chayote', 'celery', 'pumpkin', 'mushroom', 'chili']",66_1,31.30396698809316
0,2021-11-14 17:19:56,mycountry-yasmin-videoclip-2,66,1,0,1,322.1691501568857,83.698778017599,1,1,['spider'],66_2,13.335458296346573
1,2021-11-16 02:30:58,vegetables-poiki-1,66,1,0,1,334.47190523600864,83.4944064867584,1,1,['radish'],66_2,13.458081214850935
2,2021-11-18 04:06:11,seanimals-yasmin-video-2,66,1,0,1,323.56615211856166,83.67595665702424,1,1,['whale'],66_2,13.349151112691425
3,2021-11-19 21:37:40,world-all-book-1,66,1,0,1,342.0707164149975,83.3643503642055,1,1,['farm'],66_2,13.536114888382667
4,2021-11-21 21:16:41,farm-wendy-demovideo-1,66,1,0,1,337.27487425575663,83.44677283495741,1,1,['banana'],66_2,13.486661405931523
5,2021-11-25 12:30:54,values-all-book-2,66,1,0,1,325.71351989732443,83.64068480813751,1,1,['sad'],66_2,13.370314222023467
6,2021-11-29 23:42:30,vegetables-yasmin-flashcards-1,66,4,2,5,329.51706943392225,59.19983848065352,1,2,"['potato', 'potato', 'corn', 'beetroot']",66_2,28.034822018513857
7,2021-11-30 18:43:31,socialcodes-all-cartoon-8,66,1,0,1,337.05709088388096,83.45048808845287,1,1,['disgusting'],66_2,13.484432253834248
8,2021-12-01 23:56:21,values-all-book-6,66,1,0,1,330.1729725139149,83.56669017391265,1,1,['afraid'],66_2,13.414711002558382
9,2021-12-03 01:13:06,farm-poiki-videoclip-1,66,1,0,1,328.5397622255057,83.59390641564964,1,1,['duck'],66_2,13.398381257516187
0,2021-09-18 20:02:38,values-all-book-6,67,1,0,1,297.8478120423037,84.08026614217107,1,1,['afraid'],67_0,19.567983505300628
1,2021-09-23 02:37:49,fruits-yasmin-flashcards-3,67,6,3,7,301.14011569435604,65.52051751035233,1,2,"['cantaloupe', 'dragonfruit', 'lime', 'pomegranate', 'annona', 'cantaloupe']",67_0,30.70383268439187
2,2021-09-25 16:04:01,easter-colors-game-2,67,6,5,8,296.53296818132065,51.596656302929674,1,3,"['green', 'white', 'red', 'orange', 'green', 'purple']",67_0,39.058149408845466
3,2021-09-26 00:11:36,values-all-book-22,67,0,1,1,299.24161220654395,4.059212372021369,2,3,[],67_0,67.58061576739046
4,2021-09-28 05:49:37,pirate-all-puzzle-1,67,8,4,8,295.14462068129683,75.65543477367981,1,2,"['two', 'eight', 'four', 'four', 'five', 'three', 'seven', 'four']",67_0,24.62288232639538
5,2021-09-30 11:58:55,values-all-book-20,67,1,0,1,301.4872174560447,84.02508507623305,1,1,['stressed'],67_0,19.601092144863436
6,2021-10-04 09:25:12,values-all-book-38,67,1,0,1,299.21406663628477,84.05962940821414,1,1,['happy'],67_0,19.580365545674788
7,2021-10-08 04:52:14,farm-yasmin-flashcards-3,67,4,4,7,303.8546880837153,37.98202219426913,1,3,"['rooster', 'sheep', 'ox', 'goatling']",67_0,47.226929874041794
8,2021-10-08 21:05:36,polar-yasmin-flashcards-2,67,6,2,6,299.75345005031124,79.25733381775116,1,2,"['walrus', 'penguin', 'seal', 'walrus', 'puffin', 'snow-fox']",67_0,22.461742899952576
9,2021-10-12 00:24:05,easter-colors-game-2,67,8,2,8,302.05215299632084,83.36026263729647,1,1,"['red', 'brown', 'green', 'yellow', 'yellow', 'blue', 'brown', 'black']",67_0,19.999985608225387
0,2021-10-14 13:38:51,farm-kevin-demovideo-2,67,1,0,1,304.226273001903,83.98311323002517,1,1,['donkey'],67_1,22.54624677724922
1,2021-10-14 15:21:03,values-all-book-40,67,0,1,1,300.0984950381885,4.046220110027861,2,3,[],67_1,70.50838264924761
2,2021-10-15 09:09:44,vegetables-yasmin-flashcards-3,67,5,5,7,300.7556934333031,44.96457599444142,1,3,"['celery', 'broccoli', 'chili', 'carrot', 'lettuce']",67_1,45.957369118599466
3,2021-10-18 17:16:02,values-all-book-3,67,1,0,1,294.44847564112763,84.13120194344785,1,1,['sad'],67_1,22.45739354919561
4,2021-10-20 13:23:31,amazonjungle-yasmin-flashcards-1,67,8,3,8,292.29300599026493,79.77529844745986,1,2,"['crocodile', 'macaw', '', 'monkey', 'tapir', 'sloth', 'golden-lion-tamarin', 'golden-lion-tamarin']",67_1,25.070935646788406
5,2021-10-25 09:06:55,vegetables-yasmin-flashcards-1,67,4,2,5,295.10381613968167,60.41579269407784,1,2,"['eggplant', 'broccoli', 'cauliflower', 'onion']",67_1,36.68663909881762
6,2021-10-27 21:24:26,pets-yasmin-flashcards-1,67,5,2,5,309.7403797987636,75.9150004056586,1,2,"['parrot', 'dog', 'dog', 'cat', 'dog']",67_1,27.38711447186916
7,2021-10-31 08:05:13,values-all-book-13,67,1,0,1,291.61853619845704,84.17315990744939,1,1,['help'],67_1,22.432218770794687
8,2021-11-01 00:12:06,values-all-book-5,67,0,1,1,308.990220779943,3.9092087430206046,2,3,[],67_1,70.59058946945196
9,2021-11-03 09:49:15,mycountry-wendy-puzzle-1,67,6,4,8,303.82140492498974,55.28356064278339,1,2,"['eight', 'three', 'six', 'one', 'six', 'two']",67_1,39.76597832959428
0,2021-11-07 01:59:58,who-wendy-demovideo-1,67,1,0,1,292.5567751960165,84.15929405207646,1,1,['teddybear'],67_2,19.858446263138934
1,2021-11-11 06:05:54,values-all-book-23,67,1,0,1,306.50219626638403,83.9479494327661,1,1,['happy'],67_2,19.985253034725154
2,2021-11-12 06:08:10,amazonjungle-yasmin-flashcards-3,67,8,5,10,311.04476277764667,60.26009244388781,1,2,"['monkey', 'agouti', 'golden-lion-tamarin', 'manatee', 'toucan', 'crocodile', 'jabiru', 'turdus']",67_2,34.19796722805212
3,2021-11-14 05:51:04,values-all-book-28,67,0,1,1,295.0758666517605,4.121845085824299,2,3,[],67_2,67.88091564289023
4,2021-11-16 14:45:22,values-all-book-14,67,1,0,1,307.06342647151644,83.93923795079476,1,1,['help'],67_2,19.99047992390795
5,2021-11-18 19:41:09,vegetables-yasmin-identification-1,67,12,4,12,296.5826974772929,83.5336938336713,1,2,"['mushroom', 'potato', 'corn', 'cauliflower', 'lettuce', 'beetroot', 'mushroom', 'eggplant', 'eggplant', 'eggplant', 'corn', 'corn']",67_2,20.233806394182032
6,2021-11-21 04:49:15,farm-poiki-demovideo-3,67,1,0,1,299.17821867408895,84.06017208400235,1,1,['broccoli'],67_2,19.9179194439834
7,2021-11-22 16:24:42,values-all-book-4,67,0,1,1,309.88897851298134,3.8951373039894985,2,3,[],67_2,68.0169403119911
8,2021-11-26 17:32:38,pets-yasmin-flashcards-2,67,6,2,6,300.05973500144665,79.24594949291513,1,2,"['guinea-pig', 'cat', 'hamster', 'guinea-pig', 'parakeet', 'fish']",67_2,22.80645299863573
9,2021-12-01 07:11:47,easter-colors-game-1,67,6,3,6,298.07823501807223,73.986060960452,1,2,"['black', 'blue', 'black', 'black', 'red', 'red']",67_2,25.962386118113614
0,2021-12-03 01:09:33,socialcodes-all-cartoon-1,67,1,0,1,296.8275990651331,84.09561446099224,1,1,['pee'],67_3,15.756869897749436
1,2021-12-06 05:47:04,forestanimals-kevin-3,67,1,0,1,303.4063802341668,83.99571664240996,1,1,['bee'],67_3,15.816808588898803
2,2021-12-08 03:33:11,values-all-book-17,67,1,0,1,297.2793652957048,84.08882448256051,1,1,['sorry'],67_3,15.760943884808473
3,2021-12-11 01:05:08,colors-wendy-game-2,67,8,3,8,297.93329285649753,79.53709133211356,1,2,"['cross', 'purple', 'crescent', 'brown', 'rectangle', 'red', 'blue', 'square']",67_3,18.49198377507664
4,2021-12-14 12:37:57,fruits-yasmin-identification-1,67,6,7,12,306.8845712845289,34.9888769531339,2,3,"['kiwi', 'orange', 'blueberries', 'blueberries', 'kiwi', 'avocado']",67_3,45.22091240246444
5,2021-12-17 00:53:58,values-all-book-21,67,1,0,1,297.9441250538632,84.07881446659059,1,1,['pee'],67_3,15.766949894390427
6,2021-12-20 09:55:54,values-all-book-9,67,1,0,1,306.03043600241926,83.95525982324637,1,1,['eat'],67_3,15.84108268039696
7,2021-12-24 04:52:26,dinosaurs-all-puzzle-2 ,67,8,7,8,304.10434025886104,63.271253061767894,1,3,"['five', 'one', 'seven', 'seven', 'seven', 'five', 'two', 'one']",67_3,28.25148673728404
8,2021-12-28 10:09:13,vegetables-poiki-identification-1,67,12,6,12,294.730220195101,78.29635599864082,1,2,"['bellpepper', 'corn', 'carrot', 'cauliflower', 'pumpkin', 'pumpkin', 'kale', 'lettuce', 'cassava', 'broccoli', 'cassava', 'celery']",67_3,19.236424975160286
9,2021-12-29 08:53:32,vegetables-yasmin-flashcards-2,67,6,4,6,306.5258850169909,68.3362284199246,1,3,"['broccoli', 'broccoli', 'cucumber', 'cauliflower', 'cucumber', 'red-onions']",67_3,25.21250152239002
0,2021-12-30 10:56:36,values-all-book-10,67,1,0,1,296.77773331088906,84.09636330295497,1,1,['bed'],67_4,20.89642306209533
1,2022-01-02 00:45:00,values-all-book-24,67,0,1,1,289.5401771212639,4.2037165281366065,2,3,[],67_4,68.83201112698634
2,2022-01-04 13:59:20,science-wendy-puzzle-1,67,8,3,8,302.99272926949646,79.31954181011648,1,2,"['one', 'two', 'seven', 'six', 'three', 'eight', 'four', 'six']",67_4,23.762515957798428
3,2022-01-08 14:59:59,farm-poiki-demovideo-2,67,1,0,1,297.6824747905583,84.08275708955868,1,1,['carrot'],67_4,20.904586790133102
4,2022-01-11 05:10:05,socialcodes-all-cartoon-2,67,1,0,1,308.3889237417257,83.91860015746175,1,1,['eat'],67_4,21.00308094939126
5,2022-01-15 17:15:35,theatre-all-videoclip-1,67,1,0,1,292.8279574475338,84.15527806191085,1,1,['two'],67_4,20.861074206721803
6,2022-01-19 14:39:11,colors-poiki-game-3,67,6,6,8,291.07429325376535,47.82617040053463,1,3,"['star', 'red', 'circle', 'green', 'star', 'red']",67_4,42.658538803547536
7,2022-01-22 03:29:30,celebrations-all-videoclip-1,67,1,0,1,305.12023984863947,83.96933238876574,1,1,['happy'],67_4,20.97264161060887
8,2022-01-26 06:44:07,values-all-book-19,67,0,1,1,300.08467446033035,4.046429955692655,2,3,[],67_4,68.92638307045272
9,2022-01-28 15:55:16,cristmas-colors-game-1,67,5,3,6,301.4949001330434,60.525784208159685,1,2,"['white', 'green', 'blue', 'yellow', 'green']",67_4,35.0387705189725
0,2021-09-22 02:31:37,values-all-book-20,68,1,0,1,353.66425168029497,83.16029420583556,1,1,['stressed'],68_0,17.100365665259467
1,2021-09-24 06:38:08,pirate-all-puzzle-1,68,8,5,8,351.34403996571103,69.0557079197265,1,3,"['seven', 'one', 'three', 'six', 'eight', 'eight', 'seven', 'two']",68_0,25.563117436924898
2,2021-09-26 13:28:40,easter-colors-game-2,68,7,3,8,348.2883927993781,67.20867857229449,1,2,"['yellow', 'white', 'brown', 'purple', 'black', 'brown', 'black']",68_0,26.671335045384104
3,2021-09-29 19:38:17,values-all-book-6,68,1,0,1,354.0557688547447,83.15328445975965,1,1,['scared'],68_0,17.10457151290501
4,2021-09-30 01:59:42,values-all-book-22,68,1,0,1,341.39271345351005,83.3760733127715,1,1,['happy'],68_0,16.970898201097903
5,2021-10-03 17:37:50,fruits-yasmin-flashcards-3,68,6,4,7,357.0861865812447,58.48427676296805,1,3,"['dragonfruit', 'pomegranate', 'watermelon', 'passionfruit', 'peach', 'tangerine']",68_0,31.90597613097997
6,2021-10-08 13:55:03,farm-yasmin-flashcards-3,68,5,1,7,355.07044948752116,60.8660744614557,1,1,"['foal', 'ewe', 'goatling', 'mare', 'rooster']",68_0,30.476897511887376
7,2021-10-10 21:04:27,easter-colors-game-2,68,8,4,8,342.93887816018236,73.47326662183269,1,2,"['red', 'purple', 'white', 'purple', 'purple', 'red', 'yellow', 'purple']",68_0,22.912582215661182
8,2021-10-11 05:25:18,polar-yasmin-flashcards-2,68,6,2,6,350.7089658510762,77.20343510773124,1,2,"['snow-fox', 'penguin', 'walrus', 'polar-bear', 'penguin-baby', 'walrus']",68_0,20.674481124122057
9,2021-10-12 05:40:10,cristmas-colors-game-2,68,8,5,8,350.3552644945059,69.10535385660452,1,3,"['brown', 'orange', 'brown', 'green', 'black', 'white', 'yellow', 'yellow']",68_0,25.533329874798085
0,2021-10-12 18:09:08,vegetables-yasmin-flashcards-1,68,5,3,5,342.21577439756385,68.31730105206938,1,3,"['corn', 'eggplant', 'corn', 'beetroot', 'cauliflower']",68_1,32.36765425015161
1,2021-10-14 01:00:34,values-all-book-40,68,1,0,1,356.12366674683227,83.11613203443325,1,1,['stressed'],68_1,23.48835566073329
2,2021-10-18 00:22:37,fruits-wendy-identification-1,68,12,8,12,352.6435744670471,69.67742451832613,1,3,"['pineapple', 'avocado', 'melon', 'mango', 'blueberries', 'blueberries', 'coconut', 'pear', 'orange', 'khaki', 'mango', 'blueberries']",68_1,31.551580170397564
3,2021-10-18 00:36:02,farm-kevin-demovideo-2,68,1,0,1,349.4072615640462,83.236010984804,1,1,['hen'],68_1,23.416428290510844
4,2021-10-22 09:31:37,pets-yasmin-flashcards-1,68,4,3,5,346.662866290371,52.14400294775815,1,3,"['fish', 'kitten', 'cat', 'fish']",68_1,42.071633112738354
5,2021-10-27 02:22:07,vegetables-yasmin-flashcards-3,68,7,3,7,351.3085654027556,74.7582217800019,1,2,"['carrot', 'kale', 'turnip', 'cassava', 'beetroot', 'brussels-sprouts', 'chili']",68_1,28.503101813392096
6,2021-10-28 00:39:59,values-all-book-3,68,0,1,1,351.5211963101222,3.1985261797148694,2,3,[],68_1,71.43891917356432
7,2021-10-28 21:35:39,values-all-book-13,68,0,1,1,350.7463439851382,3.212292298818519,2,3,[],68_1,71.43065950210212
8,2021-11-02 17:34:58,amazonjungle-yasmin-flashcards-1,68,8,5,8,345.09120267569045,69.36730461886741,1,3,"['', 'heron', 'pink-river-dolphin', 'monkey', 'crocodile', 'crocodile', 'sloth', 'monkey']",68_1,31.737652110072794
9,2021-11-04 12:55:27,mycountry-wendy-puzzle-1,68,7,5,8,352.0155579513701,59.0219115503753,1,3,"['one', 'five', 'two', 'four', 'five', 'six', 'five']",68_1,37.94488795116806
0,2021-11-08 14:26:06,values-all-book-15,68,1,0,1,348.95341275083103,83.24402926016865,1,1,['goodbye'],68_2,17.286170429096565
1,2021-11-08 15:36:46,vegetables-wendy-identification-1,68,11,5,12,356.0292545926908,70.8004902717641,1,2,"['cabbage', 'beetroot', 'carrot', 'kale', 'cabbage', 'carrot', 'celery', 'chayote', 'potato', 'green-onion', 'portobello']",68_2,24.752293822139286
2,2021-11-13 14:36:23,farm-poiki-videoclip-1,68,1,0,1,346.46713708752213,83.28777006662865,1,1,['sheep'],68_2,17.25992594522056
3,2021-11-13 16:40:52,values-all-book-14,68,1,0,1,356.4496131221493,83.11025625241331,1,1,['help'],68_2,17.366434233749764
4,2021-11-16 17:41:18,vegetables-poiki-identification-1,68,10,7,12,349.610738696956,59.19740610017701,1,3,"['mushroom', 'kale', 'onion', 'potato', 'carrot', 'cabbage', 'zucchini', 'onion', 'cucumber', 'celery']",68_2,31.714144325091542
5,2021-11-21 09:11:57,values-all-book-24,68,1,0,1,350.4412541442186,83.21770422618879,1,1,['angry'],68_2,17.301965449484477
6,2021-11-25 13:02:51,cristmas-colors-game-1,68,5,2,6,352.71322534300646,63.78273714754512,1,2,"['blue', 'yellow', 'red', 'yellow', 'black']",68_2,28.96294569667068
7,2021-11-27 02:23:36,pets-yasmin-flashcards-2,68,4,3,6,355.50632192903817,44.99349052081226,1,2,"['iguana', 'tortoise', 'parakeet', 'iguana']",68_2,40.236493672710395
8,2021-12-01 05:08:29,who-wendy-demovideo-1,68,1,0,1,356.9266374731948,83.10164732227973,1,1,['teddybear'],68_2,17.371599591829913
9,2021-12-03 04:24:21,amazonjungle-yasmin-flashcards-3,68,8,3,10,352.6724896756468,64.44976920207847,1,2,"['ocelot', 'coati', 'giant-otter', 'tapir', 'monkey', 'pink-river-dolphin', 'heron', 'crocodile']",68_2,28.562726463950668
0,2021-12-05 16:28:49,values-all-book-12,68,1,0,1,344.54218944452833,83.32142066704617,1,1,['yellow'],68_3,17.32028321888321
1,2021-12-07 12:10:09,forestanimals-kevin-3,68,1,0,1,354.2502643843074,83.14979931716734,1,1,['owl'],68_3,17.423256028810506
2,2021-12-09 06:50:01,colors-wendy-game-2,68,8,5,8,352.6100623181496,68.9919372911016,1,3,"['red', 'orange', 'cross', 'brown', 'purple', 'yellow', 'gray', 'circle']",68_3,25.917973244449946
3,2021-12-12 04:46:49,values-all-book-30,68,1,0,1,349.08093834577267,83.24177728218368,1,1,['blanket'],68_3,17.368069249800705
4,2021-12-16 02:43:31,dinosaurs-all-puzzle-2 ,68,5,2,8,354.4575409536684,50.898466623550775,1,1,"['one', 'three', 'seven', 'one', 'seven']",68_3,36.77405564498044
5,2021-12-19 14:45:45,mycountry-wendy-videoclip-1,68,1,0,1,349.45364224546995,83.23519097724179,1,1,['star'],68_3,17.372021032765836
6,2021-12-23 11:01:43,values-all-book-25,68,1,0,1,350.97429335263075,83.20824567691804,1,1,['eat'],68_3,17.388188212960085
7,2021-12-23 12:50:19,fruits-kevin-identification-1,68,10,8,12,349.9781911865572,56.5082113248135,1,3,"['grapes', 'grapes', 'kiwi', 'lemon', 'orange', 'grapes', 'kiwi', 'apple', 'orange', 'banana']",68_3,33.408208824222804
8,2021-12-26 04:44:19,fruits-kevin-identification-1,68,9,7,12,345.0681142678066,52.80728806942689,1,3,"['lemon', 'orange', 'apple', 'tomato', 'kiwi', 'kiwi', 'kiwi', 'orange', 'tomato']",68_3,35.628762777454774
9,2021-12-27 23:10:08,vegetables-yasmin-flashcards-2,68,6,3,6,352.10568053778076,71.80927229277751,1,2,"['celery', 'eggplant', 'corn', 'lettuce', 'chili', 'kale']",68_3,24.227572243444406
0,2021-09-18 18:21:27,hygiene-all-puzzle-1,69,10,4,10,272.89162478615606,81.24241288972576,1,2,"['three', 'seven', 'four', 'one', 'two', 'nine', 'six', 'six', 'nine', 'four']",69_0,17.04864402080665
1,2021-09-23 08:56:06,easter-colors-game-2,69,7,6,8,263.7511590410962,58.91090095078259,1,3,"['brown', 'blue', 'yellow', 'blue', 'yellow', 'white', 'red']",69_0,30.44755118417255
2,2021-09-24 08:37:30,fruits-yasmin-identification-1,69,11,7,12,265.24105219189846,70.41015709806291,1,3,"['orange', 'lemon', 'orange', 'blueberries', 'raspberry', 'mango', 'kiwi', 'strawberry', 'banana', 'strawberry', 'kiwi']",69_0,23.547997495804356
3,2021-09-25 06:50:08,colors-kevin-game-4,69,5,4,8,267.89477145758883,46.753271776645924,1,2,"['purple', 'yellow', 'red', 'black', 'beige']",69_0,37.742128688654546
4,2021-09-26 04:22:02,environment-yasmin-identification-1,69,12,8,12,268.79654512401004,74.24375750381105,1,3,"['milk-box', 'bitten-apple', 'banana-peel', 'melted-icecream', 'melted-icecream', 'leftovers', 'bitten-apple', 'melted-icecream', 'melted-icecream', 'milk-box', 'bitten-apple', 'leftovers']",69_0,21.24783725235547
5,2021-09-29 11:24:46,values-all-book-29,69,1,0,1,274.6158381040709,84.41671883937232,1,1,['food'],69_0,15.144060451018708
6,2021-10-02 12:53:51,easter-colors-game-1,69,6,1,6,268.88837051247185,85.67827368803894,1,1,"['green', 'black', 'yellow', 'blue', 'yellow', 'blue']",69_0,14.387127541818737
7,2021-10-05 01:38:52,farm-poiki-videoclip-2,69,1,0,1,275.67146928704005,84.40202309146653,1,1,['name'],69_0,15.152877899762183
8,2021-10-08 00:08:25,pirates-all-puzzle-2 ,69,8,2,8,272.72997484733366,84.56622697248312,1,1,"['three', 'six', 'three', 'two', 'two', 'five', 'six', 'five']",69_0,15.054355571152229
9,2021-10-12 17:05:05,values-all-book-39,69,1,0,1,266.7857718866054,84.52396332355828,1,1,['eat'],69_0,15.079713760507136
0,2021-10-17 00:30:13,dinosaurs-all-puzzle-2 ,69,8,4,8,262.49825427013775,76.95807950938001,1,2,"['seven', 'six', 'three', 'seven', 'three', 'two', 'five', 'six']",69_1,22.839699448284353
1,2021-10-21 13:17:18,fruits-yasmin-flashcards-2,69,5,3,6,271.7660709267471,61.58186171591106,1,2,"['watermelon', 'banana', 'kiwi', 'blueberries', 'banana']",69_1,32.065430124365726
2,2021-10-21 19:51:45,weather-all-puzzle-1,69,10,7,10,267.9156249356442,71.85769743322746,1,3,"['three', 'one', 'ten', 'ten', 'one', 'six', 'one', 'six', 'one', 'two']",69_1,25.899928693975887
3,2021-10-26 07:37:34,feelings-yasmin-flashcards-2,69,5,2,6,270.55561748814625,66.95587408721934,1,2,"['surprised', 'sad', 'scared', 'embarrassed', 'confused']",69_1,28.841022701580755
4,2021-10-26 11:27:47,fruits-wendy-identification-1,69,12,4,12,263.71009807694537,85.14779107581221,1,2,"['grapes', 'lime', 'mango', 'nashi', 'orange', 'blueberries', 'pineapple', 'tangerine', 'pineapple', 'strawberry', 'pineapple', 'tangerine']",69_1,17.925872508425037
5,2021-10-29 17:15:11,forestanimals-kevin-3,69,1,0,1,277.3047093762478,84.37917518346033,1,1,['owl'],69_1,18.38704204383616
6,2021-11-03 09:01:47,sea-yasmin-flashcards-1,69,5,5,5,265.5006874896299,10.154584270359363,1,3,"['jellyfish', 'dolphin', 'fish', 'fish', 'octopus']",69_1,62.92179659169674
7,2021-11-05 21:23:56,values-all-book-38,69,1,0,1,269.23998786211945,84.49068293203713,1,1,['happy'],69_1,18.320137394690082
8,2021-11-07 23:47:31,fruits-kevin-identification-1,69,11,4,12,274.7850197638853,77.95848392902643,1,2,"['grapes', 'lemon', 'tomato', 'kiwi', 'grapes', 'tomato', 'banana', 'orange', 'lemon', 'apple', 'lemon']",69_1,22.239456796496505
9,2021-11-09 15:40:37,instruments-yasmin-flashcards-3,69,5,3,7,273.5807464740293,55.15209101575759,1,2,"['accordion', 'guitar', 'piano', 'harmonica', 'flute']",69_1,35.92329254445781
0,2021-11-14 05:41:15,cristmas-colors-game-3,69,8,3,8,265.28189015156,80.85295585394215,1,2,"['white', 'gray', 'blue', 'beige', 'purple', 'yellow', 'yellow', 'orange']",69_2,21.400491674164414
1,2021-11-18 20:52:38,sea-yasmin-flashcards-2,69,6,3,6,264.5958024864818,75.15351419103544,1,2,"['jellyfish', 'shark', 'starfish', 'fish', 'whale', 'seahorse']",69_2,24.82015667190844
2,2021-11-21 23:14:44,environment-kevin-identification-1,69,12,7,12,262.8079005389073,77.18942002701677,1,3,"['broken-lightbulb', 'plastic-fork', 'broken-lightbulb', 'paper-box', 'plastic-box', 'broken-bottle', 'broken-mirror', 'plastic-bag', 'bitten-apple', 'poo', 'broken-mirror', 'poo']",69_2,23.598613170319645
