index,TimeStamp,Activity_ID,User_ID,Hits,Misses,Max_Hits,GamePlayTime,Course_ID,Words_List
670,1614522658.0,fruits-yasmin-flashcards-3,67,4,2,7,301.22042565586827,67_0,"['', 'caju', '', 'peach']"
671,1626160306.0,easter-colors-game-1,67,4,1,6,299.0242183980662,67_0,"['blue', 'white', 'black', 'yellow']"
672,1615880287.0,values-all-book-20,67,0,0,1,306.17032275038434,67_0,[]
673,1611835057.0,values-all-book-6,67,0,0,1,297.51827726709905,67_0,[]
674,1619715055.0,environment-kevin-identification-2,67,7,2,12,297.3772590902415,67_0,"['broken-mirror', 'paper-box', 'leftovers', 'bitten-apple', 'toothbrush', 'banana-peel', 'leftovers']"
675,1616817451.0,pirate-all-puzzle-1,67,3,1,8,303.7704608379441,67_0,"['six', 'five', 'two']"
676,1613227227.0,farm-yasmin-flashcards-3,67,3,1,7,299.6013654984545,67_0,"['duck', 'rooster', 'mare']"
677,1618846322.0,values-all-book-22,67,0,0,1,294.64006800009287,67_0,[]
678,1629387976.0,polar-yasmin-flashcards-2,67,4,2,6,295.0777696678688,67_0,"['seal', 'puffin', 'snow-fox', 'seagull']"
679,1619146956.0,vegetables-poiki-identification-1,67,10,5,12,305.3772683110652,67_0,"['red-onions', 'eggplant', 'chili', 'kale', 'pumpkin', 'corn', 'bellpepper', 'cauliflower', 'cucumber', 'corn']"
680,1619413476.0,values-all-book-6,68,0,0,1,353.2344174991378,68_0,[]
681,1625211735.0,fruits-yasmin-flashcards-2,68,4,1,6,350.6993195963392,68_0,"['peach', 'annona', 'avocado', 'khaki']"
682,1621117686.0,fruits-kevin-identification-1,68,9,4,12,349.30502880337053,68_0,"['lemon', 'tomato', 'apple', 'apple', 'banana', 'orange', 'grapes', 'tomato', 'lemon']"
683,1612361879.0,values-all-book-20,68,0,0,1,353.04515244244334,68_0,[]
684,1629680430.0,easter-colors-game-2,68,5,2,8,352.06575016906214,68_0,"['green', 'red', 'purple', 'yellow', 'black']"
685,1619343251.0,vegetables-yasmin-flashcards-2,68,4,1,6,348.68911308187955,68_0,"['mushroom', 'celery', 'pumpkin', 'chili']"
686,1626996644.0,pirate-all-puzzle-1,68,4,4,8,352.9406074820838,68_0,"['five', 'two', 'eight', 'two']"
687,1618118374.0,polar-yasmin-flashcards-2,68,2,1,6,353.6075938148619,68_0,"['penguin-baby', 'polar-bear']"
688,1627384803.0,values-all-book-22,68,0,0,1,350.7283689436916,68_0,[]
689,1618133035.0,farm-yasmin-flashcards-3,68,5,1,7,352.31286887658143,68_0,"['pig', 'ewe', 'ewe', 'ram', 'sheep']"
690,1614377944.0,easter-colors-game-1,69,4,1,6,270.0620854839224,69_0,"['yellow', 'red', 'white', 'yellow']"
691,1613846642.0,hygiene-all-puzzle-1,69,5,3,10,272.54820550228123,69_0,"['ten', 'three', 'ten', 'three', 'six']"
692,1630337600.0,pirates-all-puzzle-2 ,69,5,3,8,272.6949930213605,69_0,"['two', 'five', 'six', 'five', 'four']"
693,1622500395.0,values-all-book-39,69,0,0,1,273.94583276984866,69_0,[]
694,1610600918.0,easter-colors-game-2,69,6,1,8,268.1063177638844,69_0,"['blue', 'white', 'green', 'white', 'red', 'blue']"
695,1618106679.0,values-all-book-29,69,0,0,1,274.0048709223692,69_0,[]
696,1614685436.0,fruits-yasmin-identification-1,69,9,4,12,267.93349346677303,69_0,"['strawberry', 'avocado', 'strawberry', 'mango', 'plum', 'blueberries', 'kiwi', 'raspberry', 'orange']"
697,1611373850.0,environment-yasmin-identification-1,69,8,4,12,267.4594037240136,69_0,"['fishbone', 'banana-peel', 'fishbone', 'banana-peel', 'fishbone', 'leftovers', 'leftovers', 'milk-box']"
698,1613637383.0,farm-poiki-videoclip-2,69,0,0,1,270.03565596047514,69_0,[]
699,1610760480.0,colors-kevin-game-4,69,5,0,8,274.3826596082416,69_0,"['red', 'blue', 'brown', 'orange', 'yellow']"
700,1623643114.0,values-all-book-12,70,0,0,1,332.7734443138039,70_0,[]
701,1613340704.0,farm-yasmin-flashcards-3,70,4,0,7,336.5857817636345,70_0,"['piglet', 'ram', 'duckling', 'hen']"
702,1623038010.0,values-all-book-4,70,0,0,1,332.66080952389353,70_0,[]
703,1623076295.0,easter-colors-game-1,70,4,1,6,329.33695533668896,70_0,"['blue', 'red', 'black', 'black']"
704,1625125182.0,vegetables-yasmin-identification-1,70,6,3,12,338.5628479374522,70_0,"['cassava', 'chili', 'corn', 'mushroom', 'corn', 'corn']"
705,1620850687.0,fruits-yasmin-flashcards-3,70,5,1,7,329.17243051289677,70_0,"['lime', 'watermelon', 'dragonfruit', 'blueberries', 'grapes']"
706,1615802689.0,values-all-book-33,70,0,0,1,331.28179011078265,70_0,[]
707,1628950261.0,farm-poiki-demovideo-2,70,0,0,1,327.4460031492038,70_0,[]
708,1617324597.0,beach-yasmin-puzzle-1,70,3,0,4,333.56179666996917,70_0,"['one', 'two', 'one']"
709,1619657400.0,farm-poiki-videoclip-2,70,0,0,1,332.0297826754744,70_0,[]
710,1623505788.0,farm-poiki-videoclip-2,71,0,0,1,282.1554128804863,71_0,[]
711,1620939493.0,easter-colors-game-1,71,5,0,6,279.9295299537488,71_0,"['red', 'blue', 'blue', 'white', 'yellow']"
712,1630701935.0,easter-colors-game-2,71,4,0,8,286.93579882147134,71_0,"['brown', 'blue', 'blue', 'green']"
713,1630663123.0,values-all-book-32,71,0,0,1,279.47037729662054,71_0,[]
714,1630109807.0,mycountry-wendy-puzzle-1,71,7,2,8,280.3174184191657,71_0,"['four', 'two', 'three', 'four', 'three', 'six', 'two']"
715,1630205504.0,pirates-all-puzzle-2 ,71,4,1,8,284.628410149976,71_0,"['five', 'seven', 'one', 'two']"
716,1622376905.0,values-all-book-29,71,0,0,1,281.1433918559657,71_0,[]
717,1620364796.0,values-all-book-33,71,0,0,1,276.95462172982116,71_0,[]
718,1625107293.0,values-all-book-39,71,0,0,1,275.99986106245575,71_0,[]
719,1614272859.0,colors-kevin-game-4,71,4,1,8,278.629312298631,71_0,"['red', 'orange', 'yellow', 'orange']"
720,1615391392.0,pirate-all-puzzle-1,72,5,2,8,288.87066260253977,72_0,"['two', 'eight', 'three', 'one', 'two']"
721,1610468208.0,values-all-book-35,72,0,0,1,290.9065185402928,72_0,[]
722,1613107557.0,socialcodes-all-cartoon-1,72,0,0,1,288.0605912466565,72_0,[]
723,1609582898.0,values-all-book-20,72,0,0,1,280.64374772244815,72_0,[]
724,1624010115.0,values-all-book-22,72,0,0,1,285.87440681632637,72_0,[]
725,1612609827.0,farm-poiki-demovideo-3,72,0,0,1,286.34486206680447,72_0,[]
726,1626937707.0,values-all-book-6,72,0,0,1,284.2861780115951,72_0,[]
727,1624583796.0,polar-yasmin-flashcards-2,72,4,1,6,289.9099036373569,72_0,"['penguin-baby', 'penguin', 'polar-bear', 'polar-bear']"
728,1631016915.0,farm-yasmin-flashcards-3,72,4,2,7,284.8673647752607,72_0,"['goose', 'goat', 'ram', 'lamb']"
729,1618287739.0,values-all-book-38,72,0,0,1,287.6479603215347,72_0,[]
730,1629924290.0,farm-yasmin-flashcards-3,73,4,1,7,324.3040007001277,73_0,"['duck', 'bird', 'foal', 'duck']"
731,1619555636.0,values-all-book-35,73,0,0,1,337.74228691393307,73_0,[]
732,1617023809.0,farm-poiki-demovideo-3,73,0,0,1,323.34598056823944,73_0,[]
733,1611765856.0,values-all-book-20,73,0,0,1,328.8127057736958,73_0,[]
734,1629069419.0,pirate-all-puzzle-1,73,6,1,8,333.9762760729959,73_0,"['three', 'five', 'four', 'six', 'eight', 'seven']"
735,1627117524.0,values-all-book-22,73,0,0,1,328.18096755644365,73_0,[]
736,1616656346.0,socialcodes-all-cartoon-1,73,0,0,1,330.6764319206992,73_0,[]
737,1619600868.0,values-all-book-6,73,0,0,1,317.5094808701741,73_0,[]
738,1616705441.0,values-all-book-38,73,0,0,1,330.0329259230959,73_0,[]
739,1610136142.0,polar-yasmin-flashcards-2,73,2,1,6,328.1405143974609,73_0,"['polar-bear', 'walrus']"
740,1610480296.0,farm-poiki-demovideo-3,74,0,0,1,353.5108171381324,74_0,[]
741,1617671183.0,values-all-book-38,74,0,0,1,350.1663984362925,74_0,[]
742,1614143646.0,values-all-book-35,74,0,0,1,346.4208743858041,74_0,[]
743,1621125506.0,farm-yasmin-flashcards-3,74,4,3,7,359.56457118264296,74_0,"['ewe', 'foal', 'goose', 'duckling']"
744,1613660200.0,values-all-book-6,74,0,0,1,347.10974213966733,74_0,[]
745,1613966957.0,polar-yasmin-flashcards-2,74,3,1,6,350.0408909735214,74_0,"['penguin', 'penguin', 'penguin-baby']"
746,1624410069.0,values-all-book-20,74,0,0,1,348.5653447332121,74_0,[]
747,1625805335.0,socialcodes-all-cartoon-1,74,0,0,1,345.42510553097577,74_0,[]
748,1616419196.0,values-all-book-22,74,0,0,1,344.13066822598375,74_0,[]
749,1628563105.0,pirate-all-puzzle-1,74,4,1,8,349.79774708312317,74_0,"['six', 'seven', 'four', 'three']"
750,1615142359.0,fruits-yasmin-identification-1,75,7,1,12,279.15247316318323,75_0,"['raspberry', 'blueberries', 'melon', 'melon', 'orange', 'blueberries', 'pineapple']"
751,1617122169.0,celebrations-all-videoclip-1,75,0,0,1,279.4832230706268,75_0,[]
752,1625292714.0,easter-colors-game-1,75,5,1,6,270.6163593983869,75_0,"['black', 'white', 'yellow', 'green', 'red']"
753,1610483630.0,values-all-book-29,75,0,0,1,289.7593216922587,75_0,[]
754,1630207879.0,colors-kevin-game-4,75,6,2,8,277.7405658612902,75_0,"['gray', 'blue', 'black', 'yellow', 'black', 'green']"
755,1611100729.0,pirates-all-puzzle-2 ,75,5,1,8,280.25108440994626,75_0,"['eight', 'three', 'eight', 'five', 'seven']"
756,1619715857.0,values-all-book-39,75,0,0,1,278.66419409097597,75_0,[]
757,1625561513.0,values-all-book-33,75,0,0,1,273.8003988858913,75_0,[]
758,1610549379.0,easter-colors-game-2,75,5,1,8,276.72473295730214,75_0,"['green', 'orange', 'blue', 'yellow', 'yellow']"
759,1627432617.0,farm-poiki-videoclip-2,75,0,0,1,279.6839945009786,75_0,[]
760,1631199098.0,fruits-wendy-identification-1,76,7,3,12,293.9071453064518,76_0,"['strawberry', 'watermelon', 'avocado', 'strawberry', 'strawberry', 'mango', 'plum']"
761,1619706559.0,values-all-book-22,76,0,0,1,303.1623454596475,76_0,[]
762,1612115805.0,fruits-wendy-identification-1,76,4,2,12,303.5922009554874,76_0,"['melon', 'pear', 'papaya', 'pineapple']"
763,1611303347.0,vegetables-yasmin-identification-1,76,9,4,12,292.59320275651174,76_0,"['bellpepper', 'beetroot', 'mushroom', 'bellpepper', 'onion', 'chili', 'onion', 'lettuce', 'chili']"
764,1611685857.0,values-all-book-20,76,0,0,1,305.4358877916568,76_0,[]
765,1626466861.0,mycountry-poiki-puzzle-1,76,3,0,6,303.12999927140737,76_0,"['two', 'two', 'four']"
766,1618675678.0,farm-yasmin-flashcards-3,76,5,1,7,301.1216510159021,76_0,"['duckling', 'cow', 'ewe', 'lamb', 'rooster']"
767,1629876452.0,values-all-book-6,76,0,0,1,292.8352602092529,76_0,[]
768,1619265998.0,pirate-all-puzzle-1,76,4,2,8,293.94450188157407,76_0,"['three', 'eight', 'eight', 'seven']"
769,1611207269.0,polar-yasmin-flashcards-2,76,5,1,6,299.274116502419,76_0,"['penguin-baby', 'penguin', 'snow-fox', 'sealion', 'snow-fox']"
770,1618962176.0,easter-colors-game-3,77,3,1,8,352.254567245551,77_0,"['purple', 'green', 'red']"
771,1626231560.0,farm-yasmin-flashcards-3,77,3,2,7,360.4253360610211,77_0,"['calf', 'bird', 'sow']"
772,1627883461.0,values-all-book-33,77,0,0,1,353.5676063765135,77_0,[]
773,1610369428.0,vegetables-yasmin-identification-1,77,4,3,12,344.3169574846738,77_0,"['corn', 'corn', 'lettuce', 'beetroot']"
774,1613496238.0,values-all-book-12,77,0,0,1,345.36417979747307,77_0,[]
775,1620360614.0,beach-yasmin-puzzle-1,77,2,0,4,349.84711845818356,77_0,"['two', 'four']"
776,1612336659.0,values-all-book-4,77,0,0,1,351.1086835041987,77_0,[]
777,1628809153.0,farm-poiki-demovideo-4,77,0,0,1,353.4796726940221,77_0,[]
778,1630214029.0,farm-poiki-videoclip-2,77,0,0,1,356.21553975020834,77_0,[]
779,1616582476.0,fruits-yasmin-flashcards-3,77,5,2,7,350.93763526951193,77_0,"['raspberry', 'orange', 'guava', 'avocado', 'passionfruit']"
780,1619137499.0,values-all-book-38,78,0,0,1,277.03100367557016,78_0,[]
781,1621846907.0,mycountry-wendy-puzzle-1,78,4,2,8,273.8656602519555,78_0,"['five', 'six', 'six', 'one']"
782,1615826673.0,values-all-book-6,78,0,0,1,272.81884337874703,78_0,[]
783,1621492666.0,farm-yasmin-flashcards-3,78,4,2,7,264.60116776332245,78_0,"['duck', 'pig', 'turkey', 'ox']"
784,1613957279.0,polar-yasmin-flashcards-2,78,3,1,6,264.5627190501195,78_0,"['seagull', 'sealion', 'penguin-baby']"
785,1616073546.0,fruits-yasmin-flashcards-1,78,4,1,5,271.2106753039404,78_0,"['raspberry', 'pineapple', 'strawberry', 'tomato']"
786,1619291358.0,values-all-book-22,78,0,0,1,279.85145446375554,78_0,[]
787,1622902552.0,pirate-all-puzzle-1,78,6,1,8,277.70548084935695,78_0,"['one', 'six', 'four', 'eight', 'one', 'one']"
788,1621383796.0,vegetables-poiki-identification-1,78,8,2,12,264.84783585583574,78_0,"['bellpepper', 'peas', 'onion', 'cassava', 'corn', 'pumpkin', 'eggplant', 'mushroom']"
789,1615283112.0,values-all-book-20,78,0,0,1,275.6053659143186,78_0,[]
790,1614635745.0,vegetables-poiki-identification-1,79,6,4,12,319.26971871620975,79_0,"['corn', 'pumpkin', 'bellpepper', 'mushroom', 'lettuce', 'lettuce']"
791,1612129253.0,values-all-book-6,79,0,0,1,325.64911101564326,79_0,[]
792,1626867080.0,values-all-book-22,79,0,0,1,318.6413573814499,79_0,[]
793,1611689633.0,values-all-book-20,79,0,0,1,314.6839426461997,79_0,[]
794,1625745085.0,mycountry-wendy-puzzle-1,79,5,1,8,317.175941069057,79_0,"['eight', 'eight', 'six', 'four', 'one']"
795,1615012321.0,polar-yasmin-flashcards-2,79,3,1,6,324.41806620221075,79_0,"['polar-bear', 'seagull', 'walrus']"
796,1615805638.0,pirate-all-puzzle-1,79,5,1,8,322.2741196217412,79_0,"['two', 'eight', 'two', 'four', 'two']"
797,1625815994.0,farm-yasmin-flashcards-3,79,4,0,7,319.24238027014667,79_0,"['calf', 'chick', 'cow', 'turkey']"
798,1624120815.0,fruits-yasmin-flashcards-1,79,4,0,5,321.4167267655228,79_0,"['avocado', 'kiwi', 'grapes', 'avocado']"
799,1625945426.0,easter-colors-game-3,79,3,1,8,324.91697529566125,79_0,"['beige', 'white', 'gray']"
800,1620920842.0,farm-poiki-videoclip-2,80,0,0,1,252.8896367649563,80_0,[]
801,1628543183.0,farm-yasmin-flashcards-3,80,4,0,7,253.8580953224032,80_0,"['hen', 'cow', 'turkey', 'bird']"
802,1612197174.0,sea-yasmin-flashcards-3,80,5,2,7,249.61313976915955,80_0,"['shark', 'jellyfish', 'shrimp', 'oyster', 'jellyfish']"
803,1623801038.0,easter-colors-game-3,80,6,1,8,253.1571604492458,80_0,"['yellow', 'red', 'yellow', 'beige', 'green', 'yellow']"
804,1612118480.0,vegetables-yasmin-identification-1,80,8,1,12,250.69511512120775,80_0,"['corn', 'chili', 'corn', 'cassava', 'beetroot', 'lettuce', 'corn', 'broccoli']"
805,1625842597.0,amazonjungle-yasmin-flashcards-3,80,8,2,10,254.19965051232063,80_0,"['agouti', 'eel', 'seriema', 'agouti', 'agouti', 'giant-otter', 'manatee', 'possum']"
806,1617453928.0,values-all-book-4,80,0,0,1,246.57650675905035,80_0,[]
807,1624459159.0,beach-yasmin-puzzle-1,80,3,0,4,249.6943525863283,80_0,"['four', 'four', 'four']"
808,1625093262.0,fruits-yasmin-flashcards-3,80,5,0,7,250.5933401660297,80_0,"['plum', 'peach', 'kiwi', 'cherry', 'tomato']"
809,1624142711.0,values-all-book-33,80,0,0,1,247.98886612948118,80_0,[]
810,1614408947.0,values-all-book-20,81,0,0,1,273.0914002714977,81_0,[]
811,1627938031.0,fruits-yasmin-flashcards-1,81,3,0,5,281.99197442790154,81_0,"['lemon', 'orange', 'orange']"
812,1614820825.0,fruits-yasmin-flashcards-3,81,5,1,7,285.5124607430686,81_0,"['cherry', 'kiwi', 'plum', 'lemon', 'pear']"
813,1620984476.0,celebrations-all-videoclip-1,81,0,0,1,284.9451047896608,81_0,[]
814,1624453919.0,values-all-book-22,81,0,0,1,286.9850135493061,81_0,[]
815,1614675990.0,polar-yasmin-flashcards-2,81,3,2,6,273.89825428493526,81_0,"['puffin', 'penguin', 'seal']"
816,1623431126.0,cristmas-colors-game-3,81,4,3,8,282.7218692753469,81_0,"['green', 'green', 'white', 'brown']"
817,1615856054.0,farm-yasmin-flashcards-3,81,4,1,7,284.94971071178924,81_0,"['goose', 'calf', 'piglet', 'goatling']"
818,1613296553.0,values-all-book-6,81,0,0,1,282.032520928379,81_0,[]
819,1627449159.0,pirate-all-puzzle-1,81,5,3,8,280.4330247891196,81_0,"['four', 'six', 'seven', 'three', 'one']"
820,1621759750.0,fruits-yasmin-flashcards-3,82,5,1,7,271.58412983262195,82_0,"['watermelon', 'dragonfruit', 'nashi', 'jabuticaba', 'kiwi']"
821,1616766215.0,polar-yasmin-flashcards-2,82,4,0,6,267.41270760485037,82_0,"['puffin', 'puffin', 'puffin', 'seagull']"
822,1622476024.0,values-all-book-22,82,0,0,1,270.35877002960206,82_0,[]
823,1610057600.0,farm-yasmin-flashcards-3,82,3,0,7,263.7775547220878,82_0,"['goat', 'mare', 'turkey']"
824,1612375177.0,pirate-all-puzzle-1,82,6,3,8,265.8511773721861,82_0,"['eight', 'five', 'four', 'three', 'seven', 'three']"
825,1618267040.0,vegetables-yasmin-identification-1,82,5,5,12,269.36737432180735,82_0,"['mushroom', 'cauliflower', 'lettuce', 'mushroom', 'cauliflower']"
826,1631129556.0,values-all-book-38,82,0,0,1,273.1242320265529,82_0,[]
827,1620814237.0,farm-poiki-demovideo-3,82,0,0,1,258.47386294549,82_0,[]
828,1611192036.0,values-all-book-20,82,0,0,1,279.14304168661914,82_0,[]
829,1626457976.0,values-all-book-6,82,0,0,1,254.7058777999595,82_0,[]
830,1626821637.0,colors-kevin-game-4,83,5,1,8,328.3415490907426,83_0,"['green', 'gray', 'yellow', 'brown', 'black']"
831,1626674390.0,values-all-book-39,83,0,0,1,319.079342919815,83_0,[]
832,1622122790.0,fruits-yasmin-flashcards-3,83,4,1,7,333.34719976622034,83_0,"['lemon', 'khaki', 'caju', 'dragonfruit']"
833,1624920664.0,fruits-wendy-identification-1,83,9,1,12,337.84848209329493,83_0,"['blueberries', 'blueberries', 'dragonfruit', 'khaki', 'raspberry', 'plum', 'avocado', 'avocado', 'watermelon']"
834,1614229369.0,pirates-all-puzzle-2 ,83,6,2,8,325.80295796930665,83_0,"['four', 'seven', 'three', 'four', 'three', 'seven']"
835,1625737893.0,vegetables-yasmin-flashcards-3,83,4,1,7,325.7061961574884,83_0,"['cassava', 'green-onion', 'lettuce', 'spinach']"
836,1627591605.0,farm-poiki-videoclip-2,83,0,0,1,331.5872410772656,83_0,[]
837,1626345484.0,values-all-book-33,83,0,0,1,339.63009238071777,83_0,[]
838,1617333273.0,vegetables-yasmin-flashcards-2,83,3,1,6,331.80048447494767,83_0,"['cassava', 'mushroom', 'kale']"
839,1622600111.0,values-all-book-29,83,0,0,1,333.18210252151937,83_0,[]
840,1623441715.0,environment-yasmin-identification-1,84,7,4,12,287.8470860553768,84_0,"['melted-icecream', 'leftovers', 'fishbone', 'bitten-apple', 'leftovers', 'milk-box', 'milk-box']"
841,1629467985.0,easter-colors-game-2,84,6,1,8,292.7519333401825,84_0,"['brown', 'yellow', 'white', 'blue', 'orange', 'brown']"
842,1611891671.0,values-all-book-39,84,0,0,1,284.2145592825408,84_0,[]
843,1627985340.0,farm-poiki-videoclip-2,84,0,0,1,286.18513812888796,84_0,[]
844,1621168094.0,pirates-all-puzzle-2 ,84,4,1,8,282.18003720917136,84_0,"['seven', 'three', 'two', 'seven']"
845,1617447487.0,values-all-book-29,84,0,0,1,293.14281677374714,84_0,[]
846,1619597731.0,easter-colors-game-1,84,3,1,6,295.19026933756896,84_0,"['white', 'green', 'green']"
847,1609777129.0,colors-kevin-game-4,84,4,2,8,292.59631677194506,84_0,"['red', 'white', 'beige', 'white']"
848,1614376039.0,fruits-yasmin-identification-1,84,7,5,12,285.4800997369308,84_0,"['papaya', 'blueberries', 'strawberry', 'melon', 'strawberry', 'orange', 'strawberry']"
849,1623968787.0,hygiene-all-puzzle-1,84,6,2,10,282.3924256712607,84_0,"['four', 'three', 'two', 'one', 'three', 'ten']"
850,1624148051.0,values-all-book-22,85,0,0,1,330.8607652056972,85_0,[]
851,1620464492.0,fruits-yasmin-flashcards-3,85,4,1,7,339.40415860658027,85_0,"['raspberry', 'apricot', 'peach', 'pear']"
852,1630632267.0,farm-yasmin-flashcards-3,85,5,2,7,333.74976072788394,85_0,"['duck', 'horse', 'mare', 'bird', 'goatling']"
853,1620158903.0,values-all-book-20,85,0,0,1,337.6689891011517,85_0,[]
854,1616457141.0,pirate-all-puzzle-1,85,4,2,8,334.34949532895195,85_0,"['six', 'five', 'four', 'one']"
855,1628292330.0,farm-poiki-demovideo-2,85,0,0,1,326.52220001311355,85_0,[]
856,1615242548.0,polar-yasmin-flashcards-2,85,4,1,6,319.75583620620455,85_0,"['penguin-baby', 'seagull', 'puffin', 'puffin']"
857,1622894484.0,fruits-kevin-identification-1,85,9,2,12,324.4792586009604,85_0,"['orange', 'kiwi', 'banana', 'orange', 'banana', 'kiwi', 'lemon', 'grapes', 'grapes']"
858,1625091819.0,farm-poiki-videoclip-1,85,0,0,1,325.67697057622183,85_0,[]
859,1627714034.0,values-all-book-6,85,0,0,1,330.93800238609674,85_0,[]
860,1626908651.0,farm-yasmin-flashcards-3,86,4,0,7,248.74499127046013,86_0,"['goose', 'chick', 'lamb', 'ewe']"
861,1618012340.0,easter-colors-game-1,86,4,1,6,249.23732497773145,86_0,"['red', 'red', 'yellow', 'green']"
862,1610809029.0,values-all-book-4,86,0,0,1,254.16828068969593,86_0,[]
863,1610345843.0,values-all-book-12,86,0,0,1,247.82821933713558,86_0,[]
864,1625602651.0,farm-poiki-videoclip-2,86,0,0,1,247.28456617192322,86_0,[]
865,1630817730.0,values-all-book-33,86,0,0,1,254.99161422243844,86_0,[]
866,1617104988.0,beach-yasmin-puzzle-1,86,2,1,4,261.069031180383,86_0,"['three', 'three']"
867,1619278310.0,fruits-yasmin-flashcards-3,86,6,0,7,252.6413196792828,86_0,"['pomegranate', 'papaya', 'raspberry', 'avocado', 'tomato', '']"
868,1625587966.0,farm-poiki-demovideo-2,86,0,0,1,255.56655859977866,86_0,[]
869,1624081141.0,values-all-book-10,86,0,0,1,255.6876755106116,86_0,[]
870,1615263571.0,farm-poiki-demovideo-2,87,0,0,1,311.14074597919404,87_0,[]
871,1624386058.0,farm-yasmin-flashcards-3,87,5,3,7,308.2970212325017,87_0,"['sow', 'hen', 'turkey', 'hen', 'chick']"
872,1616256697.0,beach-yasmin-puzzle-1,87,3,1,4,309.84939933951784,87_0,"['one', 'four', 'one']"
873,1617397466.0,farm-poiki-videoclip-2,87,0,0,1,312.73299952473434,87_0,[]
874,1621458028.0,values-all-book-33,87,0,0,1,307.6910760784114,87_0,[]
875,1625732422.0,values-all-book-12,87,0,0,1,309.37074296217537,87_0,[]
876,1612849468.0,easter-colors-game-1,87,4,0,6,304.0359410241692,87_0,"['green', 'green', 'black', 'black']"
877,1609984457.0,fruits-yasmin-flashcards-3,87,6,1,7,313.7313414649708,87_0,"['passionfruit', 'blueberries', 'melon', 'red-currant', 'melon', 'tomato']"
878,1623416011.0,values-all-book-4,87,0,0,1,308.0952939620883,87_0,[]
879,1610041599.0,values-all-book-10,87,0,0,1,314.05207416584585,87_0,[]
880,1610493836.0,fruits-wendy-identification-1,88,7,1,12,307.6981738124218,88_0,"['lime', 'plum', 'lemon', 'melon', 'apple', 'peach', 'blueberries']"
881,1614502452.0,feelings-all-cartoon-2,88,0,0,1,311.23625168082776,88_0,[]
882,1623993472.0,fruits-yasmin-flashcards-2,88,4,0,6,310.8685408678725,88_0,"['tangerine', 'pear', 'tomato', 'coconut']"
883,1610972307.0,colors-poiki-game-2,88,4,1,6,304.20078650720086,88_0,"['white', 'blue', 'black', 'blue']"
884,1610880537.0,colors-wendy-game-1,88,6,1,8,300.1132524243022,88_0,"['green', 'black', 'purple', 'black', 'green', 'red']"
885,1631048340.0,values-all-book-4,88,0,0,1,306.4915238435833,88_0,[]
886,1618867229.0,values-all-book-7,88,0,0,1,312.26685217008946,88_0,[]
887,1629282179.0,seanimals-flashcards-video-1,88,0,0,1,316.2150831998842,88_0,[]
888,1614297350.0,values-all-book-1,88,0,0,1,306.5847474121486,88_0,[]
889,1619145690.0,fruits-yasmin-identification-1,88,9,2,12,301.92972773238006,88_0,"['plum', 'banana', 'melon', 'raspberry', 'pineapple', 'apple', 'mango', 'lemon', 'banana']"
890,1617434651.0,values-all-book-4,89,0,0,1,268.5637409839044,89_0,[]
891,1613419666.0,colors-poiki-game-2,89,4,0,6,269.9497668767267,89_0,"['black', 'black', 'yellow', 'yellow']"
892,1616786799.0,seanimals-flashcards-video-1,89,0,0,1,274.0807729121756,89_0,[]
893,1631374296.0,values-all-book-7,89,0,0,1,261.8368223238178,89_0,[]
894,1626064866.0,fruits-wendy-identification-1,89,7,2,12,278.18205392805095,89_0,"['avocado', 'dragonfruit', 'melon', 'red-currant', 'mango', 'papaya', 'cherry']"
895,1617980768.0,values-all-book-1,89,0,0,1,274.4137022857751,89_0,[]
896,1618570849.0,fruits-yasmin-flashcards-2,89,4,0,6,267.56219640706746,89_0,"['khaki', 'cherry', 'dragonfruit', 'papaya']"
897,1615344144.0,colors-wendy-game-1,89,5,1,8,279.3406343186022,89_0,"['green', 'gray', 'beige', 'gray', 'gray']"
898,1621276752.0,feelings-all-cartoon-2,89,0,0,1,267.54333218282704,89_0,[]
899,1625806095.0,fruits-yasmin-identification-1,89,9,4,12,278.4704453904858,89_0,"['melon', 'melon', 'khaki', 'khaki', 'plum', 'orange', 'kiwi', 'strawberry', 'apple']"
900,1624719978.0,fruits-kevin-identification-1,90,7,2,12,319.16949374790727,90_0,"['apple', 'kiwi', 'kiwi', 'lemon', 'tomato', 'banana', 'lemon']"
901,1619753962.0,pirate-all-puzzle-1,90,3,3,8,316.8305508762178,90_0,"['three', 'five', 'eight']"
902,1610426790.0,values-all-book-22,90,0,0,1,314.4536182359533,90_0,[]
903,1629926859.0,polar-yasmin-flashcards-2,90,3,2,6,321.7564280095223,90_0,"['sealion', 'sealion', 'seal']"
904,1618563076.0,values-all-book-38,90,0,0,1,335.0156164768297,90_0,[]
905,1618149939.0,values-all-book-6,90,0,0,1,321.44967448460426,90_0,[]
906,1609565951.0,fruits-yasmin-flashcards-3,90,3,3,7,318.16518558772646,90_0,"['avocado', 'pear', 'dragonfruit']"
907,1612561502.0,farm-poiki-demovideo-2,90,0,0,1,312.62910385552766,90_0,[]
908,1628759509.0,values-all-book-20,90,0,0,1,319.825898631937,90_0,[]
909,1620890947.0,farm-yasmin-flashcards-3,90,4,1,7,328.09791190216134,90_0,"['horse', 'goat', 'rooster', 'goatling']"
910,1625735105.0,values-all-book-33,91,0,0,1,311.06164107913196,91_0,[]
