,User_ID,Activity_ID,No_of_attempts,Time_taken,Activity_score,Status,Act_Translanguage_Level
7,58,farm-poiki-video-1,3,313.86231819676453,1.402521415321532,Pass,1.36586612660594
8,58,farm-poiki-video-2,2,318.2420746806391,1.2106228665353538,Pass,1.288244496570647
9,58,cooking-kevin-simulation-2,2,329.87603190459754,1.4234296663655073,Pass,1.3558370814680771
0,59,lab-kevin-game-1,3,302.8362305056099,3.5739670578241873,Pass,3.286983528912094
1,59,lab-wendy-shapes-1,3,313.31384085634204,3.6349648418914757,Pass,3.460974185401785
2,59,country-none-book-4,3,305.2784348814056,3.590145860882181,Pass,3.525560023141983
3,59,farm-poiki-video-1,3,309.88130231754656,3.5827996149045926,Pass,3.554179819023288
4,59,shapes-poiki-sequence-1,3,307.2146143503118,3.2106162311978377,Pass,3.3823980251105628
5,59,farm-poiki-video-1,1,322.51435777971244,3.4466726350813772,Pass,3.41453533009597
6,59,country-none-book-1,4,299.94520050773696,3.486820738897611,Pass,3.4506780344967902
7,59,country-none-book-4,2,314.0287009341201,3.5817186835899655,Pass,3.516198359043378
8,59,insects-roulette-1,3,315.82721844446627,3.492691917807268,Pass,3.5044451384253232
9,59,farm-poiki-video-2,2,311.9079475163214,3.5861041893176595,Pass,3.545274663871491
0,60,who-wendy-book-2,3,343.2631977392813,3.1047585076900224,Pass,3.052379253845011
1,60,who-wendy-book-2,4,339.20106917276047,3.581261753347237,Pass,3.316820503596124
2,60,farm-poiki-video-1,1,359.1961364659114,3.009887799575763,Pass,3.1633541515859434
3,60,farm-poiki-video-2,3,349.43669421508906,3.036790364728109,Pass,3.1000722581570264
4,60,feelings-memory-1,3,341.2886099441548,3.33923442736993,Pass,3.219653342763478
5,60,foods-memory-1,1,354.84845652980323,3.6550431936990444,Pass,3.4373482682312613
6,60,cooking-kevin-simulation-2,2,346.2911708254062,3.342101362258044,Pass,3.3897248152446524
7,60,alphabet-kevin-tracing-1,2,344.27944741748206,3.5165867592644826,Pass,3.4531557872545675
8,60,farm-poiki-book-1,3,338.4273624772657,3.181938016713729,Pass,3.317546901984148
9,60,farm-poiki-video-1,1,353.4383344723987,3.1931528403598524,Pass,3.255349871172
0,61,yho-yasmin-tracing-1,1,303.0885392507859,1.508490082157052,Pass,1.254245041078526
1,61,lab-kevin-game-1,4,279.8448962497154,1.6336211878499172,Pass,1.4439331144642216
2,61,farm-poiki-video-2,2,287.7101260448398,1.7611851604532376,Pass,1.6025591374587296
3,61,country-none-book-1,2,291.7179145756096,1.5868304563847682,Pass,1.5946947969217489
4,61,who-wendy-book-1,1,301.8434222368276,1.6501485373496787,Pass,1.622421667135714
5,61,shapes-poiki-sequence-1,2,289.49501677281677,1.2502920419969086,Pass,1.4363568545663112
6,61,lab-wendy-shapes-1,3,275.9326351041862,1.5023754244999075,Pass,1.4693661395331095
7,61,farm-poiki-videoclip-1,2,293.58479301351804,2.0076079333619954,Pass,1.7384870364475524
8,61,cooking-kevin-simulation-2,1,302.72929833488837,1.4027567559277632,Pass,1.570621896187658
9,61,farm-poiki-video-1,1,294.4645612209016,1.5503675314228988,Pass,1.5604947138052783
0,62,birthday-wendy-simulation-1,3,348.17268007689484,2.5648518737501504,Pass,2.2824259368750752
1,62,greetings-yasmin-video-1,3,345.73411761661646,2.6470164571336894,Pass,2.4647211970043825
2,62,foods-poiki-hotspot-1,1,353.3716158533386,2.1535559701194495,Pass,2.309138583561916
3,62,seanimals-yasmin-hotspot-1,1,350.98081735102846,2.7639383118951373,Pass,2.5365384477285264
4,62,farm-poiki-book-1,2,355.82490330370234,2.3348157319687783,Pass,2.435677089848652
5,62,farm-poiki-simulation-1,3,342.1435080519384,2.0648928920856533,Pass,2.2502849909671525
6,62,newbaby-poiki-hotspot-1,2,361.20613129432974,2.5163465895494133,Pass,2.383315790258283
7,62,farm-poiki-video-2,2,349.8526901136005,2.781650570906947,Pass,2.582483180582615
8,62,cooking-poiki-simulation-1,1,353.48125675761383,1.9189293319371705,Pass,2.2507062562598925
9,62,country-wendy-videoclip-1,4,332.3929223417168,2.3388294468667805,Pass,2.2947678515633365
0,63,lab-wendy-shapes-1,1,285.7417336796085,2.5208168678132905,Pass,2.2604084339066453
1,63,country-none-book-4,3,282.8731876289573,2.270394711506407,Pass,2.2654015727065264
2,63,lab-kevin-game-1,3,289.30051902108517,2.553740049641787,Pass,2.4095708111741567
3,63,foodsl-roulette-1,3,284.4765556315465,2.5616512278511734,Pass,2.485611019512665
4,63,farm-poiki-video-1,2,282.6079905619857,2.765419174917281,Pass,2.625515097214973
5,63,country-none-book-4,4,269.4510431676107,2.6065951614616183,Pass,2.616055129338296
6,63,country-none-book-1,1,290.09080923732836,2.9895117651614225,Pass,2.802783447249859
7,63,shapes-poiki-sequence-1,2,274.4733325570664,3.0483930209410643,Pass,2.9255882340954615
8,63,farm-poiki-video-1,4,287.6798469116452,2.547358549653922,Pass,2.736473391874692
9,63,farm-poiki-video-2,4,274.08056683150835,2.6029163269455906,Pass,2.669694859410141
0,64,farm-poiki-video-1,1,311.03782406063357,2.570811996646201,Pass,2.2854059983231005
1,64,farm-poiki-video-1,2,297.4551755017963,2.570820660566902,Pass,2.4281133294450012
2,64,alphabet-kevin-tracing-1,2,298.14866862814813,2.2366884331065338,Pass,2.3324008812757677
3,64,farm-poiki-video-2,2,292.7231569579411,2.3052347054475346,Pass,2.318817793361651
4,64,lab-wendy-shapes-1,1,320.21375745547857,2.570581248352635,Pass,2.444699520857143
5,64,who-wendy-book-1,2,302.9160828870904,2.3058701017969314,Pass,2.3752848113270373
6,64,alphabet-kevin-tracing-1,2,298.4526080032209,2.506331684511837,Pass,2.440808247919437
7,64,who-all-videoclip-1,1,309.2776952111325,2.333953427641158,Pass,2.387380837780298
8,64,beach-bingo-1,2,300.17372671504387,2.507659437099173,Pass,2.4475201374397355
9,64,foodsl-roulette-1,2,301.91925148377857,2.4932127087530027,Pass,2.470366423096369
0,65,who-wendy-routine-2,2,256.4198056595476,1.8106064166533131,Pass,1.4053032083266566
1,65,country-none-book-4,1,273.62803266731026,1.590614884312322,Pass,1.4979590463194894
2,65,insects-roulette-1,1,268.9210227299655,1.173024923067648,Pass,1.3354919846935687
3,65,newbaby-poiki-hotspot-1,3,252.73894022877704,1.588009032315562,Pass,1.4617505085045654
4,65,farm-poiki-video-2,3,254.15869188645416,1.764405306881265,Pass,1.6130779076929151
5,65,lab-wendy-puzzle-1,1,264.2027849178952,1.7346928570160098,Pass,1.6738853823544626
6,65,home-kevin-book-1,1,281.3322055848752,1.787870310069751,Pass,1.7308778462121068
7,65,country-none-book-1,1,276.49027697895957,1.632676548354408,Pass,1.6817771972832574
8,65,birthday-wendy-simulation-1,1,266.0435689143684,1.2145242621720758,Pass,1.4481507297276666
9,65,jungle-yasmin-puzzle-1,1,264.25720025505586,1.6164599593921394,Pass,1.5323053445599029
0,66,farm-poiki-book-1,1,310.9824969707971,0.6506983443174783,Pass,0.8253491721587392
1,66,alphabet-poiki-tracing-1,2,323.50605825954636,0.8783916070926836,Pass,0.8518703896257114
2,66,veggies-yasmin-flashcards-1,3,324.6731388320428,0.6152827018834889,Pass,0.7335765457546002
3,66,who-wendy-book-2,1,316.223957248234,0.710692092424198,Pass,0.7221343190893991
4,66,feelings-memory-1,3,319.96016321824504,0.44994431994595663,Pass,0.5860393195176778
5,66,country-yasmin-videoclip-1,3,303.59234988394167,0.5064620176834875,Pass,0.5462506686005827
6,66,who-wendy-book-2,1,321.78273442731575,0.2872105481218966,Pass,0.41673060836123965
7,66,mycountryanimals-yasmin-flashcards-1,3,322.4298858813503,0.49896823368124493,Pass,0.45784942102124226
8,66,farm-poiki-video-2,4,313.3129521193766,0.6263224071945342,Pass,0.5420859141078882
9,66,farm-poiki-video-1,4,313.59710620027454,0.4949187233828381,Pass,0.5185023187453631
0,67,lab-wendy-book-1,1,305.63328712720636,2.5153160471798723,Pass,2.2576580235899364
1,67,who-wendy-book-1,1,308.05890565316275,2.375008122469211,Pass,2.3163330730295737
2,67,who-wendy-colors-1,2,297.52157678130175,2.223562883390864,Pass,2.2699479782102188
3,67,farm-poiki-video-2,1,306.8209008355649,2.7028084431352744,Pass,2.4863782106727466
4,67,shopping-roulette-1,1,305.848823263891,2.2128526602036587,Pass,2.349615435438203
5,67,beach-bingo-1,2,298.61400203555655,2.4450585139120316,Pass,2.397336974675117
6,67,farm-poiki-video-1,1,314.8852244960453,2.7513055911417226,Pass,2.5743212829084197
7,67,lab-wendy-shapes-1,1,309.8811231938199,2.394312966748885,Pass,2.484317124828652
8,67,who-poiki-simulation-2,1,300.45927452472796,2.540844493080227,Pass,2.5125808089544397
9,67,colors-bingo-1,3,289.93054846235776,2.137470556945949,Pass,2.3250256829501943
0,68,country-none-book-1,3,272.7628027541278,0.5294236276063323,Pass,0.7647118138031661
1,68,country-none-book-4,4,282.35410472196355,0.7064309548140245,Pass,0.7355713843085954
2,68,farm-poiki-video-1,2,286.4456184576692,0.6008225626607144,Pass,0.6681969734846549
3,68,lab-wendy-shapes-1,3,282.211503227985,0.9946788781384489,Pass,0.8314379258115518
4,68,lab-kevin-game-1,1,287.7757339499989,0.4741879946880425,Pass,0.6528129602497972
5,68,shapes-poiki-sequence-1,4,275.2241446205174,0.3815278280914199,Pass,0.5171703941706085
6,68,farm-poiki-video-2,1,290.87170172902233,0.6964793312019286,Pass,0.6068248626862686
7,68,farm-poiki-video-1,2,281.7446094284636,0.6451611309547107,Pass,0.6259929968204896
8,68,country-none-book-4,3,284.35301440677165,0.9778805328849666,Pass,0.801936764852728
9,68,insects-roulette-1,1,289.46577775378967,0.9466672082209959,Pass,0.874301986536862
0,69,foodsl-roulette-1,4,348.5222966823411,1.4703483252805167,Pass,1.2351741626402584
1,69,who-wendy-book-1,4,331.03911707067743,1.1451620469871757,Pass,1.1901681048137172
2,69,alphabet-kevin-tracing-1,3,347.8676564522565,0.8832722352160594,Pass,1.0367201700148883
3,69,farm-poiki-video-1,1,350.4059449432126,1.498200670509185,Pass,1.2674604202620365
4,69,who-all-videoclip-1,1,350.02686935411083,1.3384612528803745,Pass,1.3029608365712055
5,69,lab-wendy-shapes-1,3,340.1377053965599,1.335958641975607,Pass,1.3194597392734062
6,69,farm-poiki-video-2,3,344.53137927606133,1.2452475246968027,Pass,1.2823536319851043
7,69,farm-poiki-video-1,4,338.3214837411724,1.3557142997322258,Pass,1.3190339658586652
8,69,alphabet-kevin-tracing-1,1,351.5953449844153,1.1503444501878373,Pass,1.2346892080232512
9,69,beach-bingo-1,3,341.498366531526,1.3021666529972662,Pass,1.2684279305102586
0,70,clothes-roulette-1,2,265.1754588056235,2.5930132480208363,Pass,2.2965066240104184
1,70,beach-bingo-1,4,252.00405944696618,2.5026558569906663,Pass,2.3995812405005426
2,70,farm-poiki-video-1,1,270.8386340990225,2.3325421364522003,Pass,2.366061688476371
3,70,who-poiki-simulation-2,4,241.07852438566087,2.7874335921759066,Pass,2.576747640326139
4,70,lab-wendy-shapes-1,1,268.6188937818459,2.5441638298900404,Pass,2.5604557351080897
5,70,farm-poiki-video-2,2,261.8916605248115,2.3867204166896143,Pass,2.473588075898852
6,70,colors-bingo-1,2,267.19524530119867,2.7120646704350113,Pass,2.5928263731669317
7,70,who-wendy-book-1,1,268.11919116372536,2.7212301537190284,Pass,2.65702826344298
8,70,who-all-videoclip-1,1,264.0791077474664,2.6655465197539034,Pass,2.6612873915984414
9,70,alphabet-kevin-tracing-1,2,266.710801890109,2.8732832665196324,Pass,2.767285329059037
0,71,who-wendy-book-1,3,339.2733994733144,3.429281226669331,Pass,3.2146406133346654
1,71,lab-wendy-shapes-1,4,344.5475544363779,2.9818845586858127,Pass,3.098262586010239
2,71,alphabet-kevin-tracing-1,3,348.45301527670085,2.7604816607230807,Pass,2.92937212336666
3,71,farm-poiki-video-1,3,348.9926700231118,3.4121849267290987,Pass,3.1707785250478793
4,71,farm-poiki-video-2,2,350.2091495167437,3.512674563005439,Pass,3.341726544026659
5,71,who-all-videoclip-1,1,360.9354356388303,3.4192229437478465,Pass,3.3804747438872527
6,71,clothes-roulette-1,3,345.4244697030099,3.751730132712343,Pass,3.566102438299798
7,71,farm-poiki-video-2,3,351.11421081075747,3.2664804741682616,Pass,3.41629145623403
8,71,farm-poiki-video-1,2,346.338511125553,3.2281171494575385,Pass,3.322204302845784
9,71,beach-bingo-1,1,350.59914694509314,3.3029902695554,Pass,3.3125972862005924
0,72,country-none-book-4,1,247.37532871566714,3.8475032439963677,Pass,3.423751621998184
1,72,country-none-book-1,1,239.83720123574173,3.529039017053996,Pass,3.47639531952609
2,72,lab-kevin-game-1,1,247.11883115646773,3.53057820321716,Pass,3.503486761371625
3,72,farm-poiki-video-2,2,247.76507635547358,3.9220437039204783,Pass,3.712765232646052
4,72,cooking-kevin-simulation-2,1,248.0386321825446,3.9432488744903686,Pass,3.8280070535682102
5,72,lab-wendy-shapes-1,1,251.57943737334213,3.41181718659431,Pass,3.61991212008126
6,72,shapes-poiki-sequence-1,2,247.35327396933158,3.4845766907844746,Pass,3.5522444054328672
7,72,yho-yasmin-tracing-1,2,236.60843942654492,3.902681156055433,Pass,3.7274627807441503
8,72,farm-poiki-video-1,2,229.8097882800072,3.5453318788271795,Pass,3.636397329785665
9,72,farm-poiki-video-1,2,243.35550388043941,3.695545557771207,Pass,3.665971443778436
0,73,alphabet-kevin-tracing-1,3,277.6823697263977,1.7342310777897172,Pass,1.3671155388948586
1,73,beach-bingo-1,2,291.3180443464629,1.4454779783724887,Pass,1.4062967586336736
2,73,who-poiki-simulation-2,3,281.28351412092013,1.4693264162713175,Pass,1.4378115874524955
3,73,farm-poiki-video-2,4,276.820899640164,1.5345983188706707,Pass,1.486204953161583
4,73,who-all-videoclip-1,3,281.64413323337357,1.6149257826653893,Pass,1.550565367913486
5,73,lab-wendy-shapes-1,4,276.94047667360326,1.6127786073850472,Pass,1.5816719876492666
6,73,farm-poiki-video-1,2,280.74783958555645,1.3699539414117257,Pass,1.4758129645304963
7,73,foodsl-roulette-1,3,281.60391041534615,1.8349436718873076,Pass,1.655378318208902
8,73,colors-bingo-1,2,281.77257728630264,1.8765332720058017,Pass,1.765955795107352
9,73,who-wendy-book-1,2,277.6459845038496,1.591967580570224,Pass,1.6789616878387879
0,74,farm-poiki-video-1,2,324.4774206318421,2.685072782096643,Pass,2.8425363910483217
1,74,alphabet-kevin-tracing-1,2,312.0116577892727,2.171586969564658,Pass,2.5070616803064896
2,74,who-wendy-book-1,3,313.91110808416283,2.4375989835986447,Pass,2.472330331952567
3,74,alphabet-kevin-tracing-1,1,332.7926037488264,2.2776251383784976,Pass,2.3749777351655323
4,74,farm-poiki-video-1,2,324.9077857145071,2.1327607393926478,Pass,2.25386923727909
5,74,foodsl-roulette-1,2,318.184648841066,2.474525501029901,Pass,2.3641973691544953
6,74,lab-wendy-shapes-1,2,320.78537137761424,2.001810927891493,Pass,2.1830041485229943
7,74,beach-bingo-1,4,308.4643279660094,2.5130416240808984,Pass,2.3480228863019463
8,74,farm-poiki-video-2,1,333.94560055606786,2.435526609244551,Pass,2.3917747477732485
9,74,who-all-videoclip-1,2,325.09660802089724,2.256878820356445,Pass,2.324326784064847
0,75,who-all-videoclip-1,3,342.6596377905214,0.9597139535012764,Pass,1.4798569767506382
1,75,alphabet-kevin-tracing-1,3,349.5103104111326,1.0966316366344295,Pass,1.2882443066925338
2,75,farm-poiki-video-2,3,355.9237281057791,1.2787660205180134,Pass,1.2835051636052737
3,75,lab-wendy-shapes-1,1,350.1593115810628,1.5284201830807098,Pass,1.4059626733429917
4,75,farm-poiki-video-1,3,346.4803377582832,1.2147355748157729,Pass,1.3103491240793823
5,75,farm-poiki-video-1,2,349.1114692302663,1.3064671912098227,Pass,1.3084081576446025
6,75,alphabet-kevin-tracing-1,4,340.3440498264498,1.5608313719314528,Pass,1.4346197647880277
7,75,who-wendy-book-1,2,347.46847378923746,1.414838418391899,Pass,1.4247290915899633
8,75,clothes-roulette-1,3,338.1776165541334,1.3645112723942003,Pass,1.3946201819920818
9,75,beach-bingo-1,3,345.2252021857522,1.6133246810887683,Pass,1.503972431540425
0,76,home-kevin-book-1,3,289.8881600824783,1.9891866967605503,Pass,1.9945933483802751
1,76,seanimals-yasmin-hotspot-1,1,289.70489989997935,1.5603749888153464,Pass,1.7774841685978107
2,76,mycountry-yasmin-coloring-1,3,281.2914233349935,1.6011232300124467,Pass,1.6893036993051287
3,76,farm-poiki-video-2,2,278.1021464403884,1.8223211527432883,Pass,1.7558124260242085
4,76,farm-poiki-simulation-1,2,275.05220373682624,1.753491236020599,Pass,1.7546518310224037
5,76,birthday-wendy-simulation-1,3,289.63129622292576,1.7231471991071785,Pass,1.7388995150647912
6,76,foods-poiki-hotspot-1,3,289.1979602778669,1.5887241746638807,Pass,1.663811844864336
7,76,farm-poiki-book-1,3,290.21642844643026,1.3979872560362234,Pass,1.5308995504502798
8,76,newbaby-poiki-hotspot-1,2,285.746659999634,1.407972388943404,Pass,1.4694359696968418
9,76,cooking-poiki-simulation-1,3,270.01137930230107,1.2184152485920934,Pass,1.3439256091444676
0,77,farm-poiki-video-2,3,295.14016056360504,3.007074581519768,Pass,3.0035372907598843
1,77,beach-bingo-1,3,282.4682587052424,3.9116063842051627,Pass,3.4575718374825235
2,77,farm-poiki-video-1,1,297.9322801344823,3.9129294897233695,Pass,3.6852506636029467
3,77,farm-poiki-video-1,1,301.42338961420836,3.859502846693738,Pass,3.7723767551483425
4,77,lab-wendy-shapes-1,2,293.89312831754785,3.1269036354816775,Pass,3.44964019531501
5,77,who-wendy-book-1,1,301.49296557957217,3.363275420038304,Pass,3.4064578076766567
6,77,farm-poiki-video-2,4,283.8554736680461,3.5553267623911693,Pass,3.480892285033913
7,77,foodsl-roulette-1,1,297.00339213408324,3.5037368583155963,Pass,3.4923145716747546
8,77,who-all-videoclip-1,2,304.6963695979876,3.640607012263311,Pass,3.5664607919690328
9,77,alphabet-kevin-tracing-1,1,295.3198477281263,3.618911280250292,Pass,3.5926860361096624
0,78,country-none-book-4,3,311.7017998906068,2.5996471008976103,Pass,2.299823550448805
1,78,shapes-poiki-sequence-1,1,317.4801977275325,2.7035950876116543,Pass,2.5017093190302298
2,78,farm-poiki-video-1,2,317.7286036623928,2.3773636725535905,Pass,2.43953649579191
3,78,lab-wendy-shapes-1,3,311.71310064359284,2.5243588280371707,Pass,2.4819476619145404
4,78,farm-poiki-video-1,4,310.00284311278944,2.5472674596584857,Pass,2.514607560786513
5,78,foodsl-roulette-1,2,319.5381638006734,3.079594079257066,Pass,2.7971008200217895
6,78,country-none-book-1,1,324.28898135285715,2.2916297056114447,Pass,2.5443652628166173
7,78,lab-kevin-game-1,4,304.52516497466314,2.591512937667042,Pass,2.56793910024183
8,78,country-none-book-4,3,320.00613349441437,2.3762150088530882,Pass,2.472077054547459
9,78,farm-poiki-video-2,3,309.0252446497618,2.393823214191917,Pass,2.4329501343696878
0,79,country-wendy-videoclip-1,4,306.2396236206817,2.364977471057996,Pass,2.682488735528998
1,79,who-wendy-book-2,1,321.3029180548863,2.811127913471342,Pass,2.74680832450017
2,79,farm-poiki-book-1,1,322.9753251709229,2.303054978168135,Pass,2.5249316513341524
3,79,country-yasmin-videoclip-1,3,318.04152572322596,2.506338016106438,Pass,2.515634833720295
4,79,country-yasmin-videoclip-1,1,322.5061787975189,2.6098608947588677,Pass,2.562747864239581
5,79,country-wendy-videoclip-1,3,317.4448279570826,2.3867428493330873,Pass,2.4747453567863342
6,79,feelings-memory-1,4,315.6224756026954,2.5566653727289887,Pass,2.5157053647576615
7,79,farm-poiki-video-1,4,314.6482448796205,2.5338746790841316,Pass,2.5247900219208965
8,79,farm-poiki-video-2,3,322.82416809713925,2.6526852178018627,Pass,2.5887376198613796
9,79,who-wendy-book-2,3,316.27809508640155,2.2538886127565365,Pass,2.421313116308958
0,80,world-yasmin-hotspot-1,1,302.7087114728303,2.491626073214944,Pass,2.745813036607472
1,80,farm-poiki-book-1,1,299.6665027594708,2.4590731418764102,Pass,2.602443089241941
2,80,farm-poiki-video-2,2,291.55135156746536,2.3807068947235823,Pass,2.4915749919827617
3,80,seanimals-yasmin-hotspot-1,1,297.985306578194,2.4236427824515143,Pass,2.457608887217138
4,80,farm-poiki-simulation-1,1,299.33364324279546,2.6872063243209086,Pass,2.5724076057690235
5,80,country-yasmin-videoclip-1,1,304.5590664291835,2.4371404048586633,Pass,2.5047740053138434
6,80,veggies-poiki-drawing-1,2,296.94412081735584,2.9333040442305136,Pass,2.7190390247721785
7,80,farm-wendy-simulation-2,1,294.4414609059188,2.4000571214482957,Pass,2.5595480731102374
8,80,birthday-wendy-simulation-1,2,295.99311052543493,2.1393905328174525,Pass,2.349469302963845
9,80,newbaby-poiki-hotspot-1,2,294.23784045785527,2.6263216198119714,Pass,2.4878954613879083
0,81,farm-kevin-piano-1,3,343.22250083201243,2.069009615436589,Pass,2.0345048077182946
1,81,newbaby-poiki-hotspot-1,2,351.5061143228964,1.9971237301484206,Pass,2.0158142689333576
2,81,jungle-yasmin-puzzle-1,3,344.93712744162156,2.164905049157654,Pass,2.0903596590455056
3,81,who-wendy-routine-2,2,353.281981212356,2.1684738503453618,Pass,2.1294167546954337
4,81,country-wendy-videoclip-1,3,353.4634459744581,2.1719497890634845,Pass,2.1506832718794593
5,81,country-wendy-videoclip-1,2,345.37476111454333,2.5349891015002415,Pass,2.3428361866898504
6,81,farm-kevin-piano-1,4,342.14656255307904,1.989281318485085,Pass,2.1660587525874675
7,81,lab-wendy-puzzle-1,1,343.5764848980201,2.5409282774352113,Pass,2.3534935150113396
8,81,farm-poiki-video-2,3,349.5738072767419,2.0792203325862806,Pass,2.21635692379881
9,81,country-yasmin-videoclip-1,4,348.26717634017115,2.0401203391853326,Pass,2.1282386314920716
0,82,cooking-poiki-simulation-1,1,249.33966172184992,3.7858831204259165,Pass,3.3929415602129582
1,82,jungle-yasmin-puzzle-1,2,245.21688207564972,3.5103184058493957,Pass,3.451629983031177
2,82,lab-wendy-puzzle-1,1,254.3876396154549,3.9836366059220722,Pass,3.7176332944766246
3,82,country-none-book-2,1,257.67354332873515,3.6968059371017916,Pass,3.7072196157892083
4,82,who-wendy-routine-2,1,248.46625848892583,3.7294328502900806,Pass,3.7183262330396447
5,82,mycountryanimals-yasmin-flashcards-1,2,235.34655206384426,3.9903436020934984,Pass,3.8543349175665718
6,82,newbaby-poiki-hotspot-1,2,248.99808809303576,3.2998740418653165,Pass,3.577104479715944
7,82,farm-poiki-video-2,2,246.92844939987882,3.7804701306108575,Pass,3.678787305163401
8,82,birthday-wendy-simulation-1,1,253.98299601827406,3.7607396541283022,Pass,3.7197634796458514
9,82,newkinder-yasmin-hotspot-1,1,254.62487521926212,3.685224227672207,Pass,3.7024938536590293
0,83,country-none-book-4,3,319.1402773947152,0.46223542308291693,Pass,0.7311177115414584
1,83,shapes-poiki-sequence-1,1,317.4499470944967,0.46887321441710256,Pass,0.5999954629792805
2,83,country-none-book-1,3,314.15671733200776,0.4605692189438371,Pass,0.5302823409615588
3,83,country-none-book-4,3,317.01369288356966,0.6331720364020791,Pass,0.5817271886818189
4,83,farm-poiki-video-2,1,324.3375323076047,0.5432074012770362,Pass,0.5624672949794276
5,83,lab-wendy-shapes-1,4,312.7212056085672,0.7604665325009491,Pass,0.6614669137401883
6,83,who-wendy-book-1,2,318.02237419557446,0.4348924408224344,Pass,0.5481796772813113
7,83,farm-poiki-videoclip-1,1,317.73441835811326,0.7773099240972173,Pass,0.6627448006892643
8,83,farm-poiki-video-1,2,318.2546530414216,0.7767215477858803,Pass,0.7197331742375723
9,83,lab-kevin-game-1,1,89.00570392464276,0.0,Fail,0.35986658711878616
0,84,farm-poiki-book-1,4,308.4119881559981,0.4044706177090406,Pass,0.7022353088545203
1,84,birthday-wendy-simulation-1,2,317.1433363283359,0.5648274912086257,Pass,0.633531400031573
2,84,country-yasmin-videoclip-1,2,317.121416309062,0.8259651170986584,Pass,0.7297482585651157
3,84,seanimals-yasmin-hotspot-1,2,319.2930800263965,0.06866492477456176,Pass,0.39920659166983874
4,84,farm-poiki-simulation-1,2,313.98589141013844,0.5731488463179574,Pass,0.48617771899389806
5,84,birthday-wendy-simulation-1,2,311.9079721884955,0.6945541595043105,Pass,0.5903659392491043
6,84,forestanimals-kevin-puzzle-1,2,315.4451118826671,0.6784616408623766,Pass,0.6344137900557405
7,84,newbaby-poiki-hotspot-1,1,322.07005329223887,0.4407148782770878,Pass,0.5375643341664141
8,84,farm-poiki-video-2,3,314.3051365705304,0.30496670061791076,Pass,0.42126551739216245
9,84,world-yasmin-hotspot-1,3,303.09115262339657,0.8406514561455927,Pass,0.6309584867688776
0,85,newbaby-poiki-hotspot-1,3,289.41221963482764,2.5261694971175137,Pass,2.763084748558757
1,85,country-none-book-1,1,295.0893245956955,2.3128639633893986,Pass,2.537974355974078
2,85,farm-poiki-simulation-1,4,277.73815782988197,2.624518034175811,Pass,2.581246195074945
3,85,farm-poiki-book-1,4,285.5201023286323,2.1466217428706775,Pass,2.363933968972811
4,85,farm-poiki-video-2,1,297.05567114404016,2.731227938289715,Pass,2.547580953631263
5,85,foods-poiki-hotspot-1,2,300.2947351564335,2.542331248166683,Pass,2.5449561008989727
6,85,seanimals-yasmin-hotspot-1,2,297.5962800406225,2.6500900545439725,Pass,2.5975230777214726
7,85,birthday-wendy-simulation-1,2,293.24321404664244,2.556451328806859,Pass,2.576987203264166
8,85,mycountry-yasmin-coloring-1,3,286.7604110413742,2.5712837072689507,Pass,2.5741354552665583
9,85,cooking-poiki-simulation-1,1,300.5792791929749,2.6745273340687925,Pass,2.624331394667675
0,86,birthday-wendy-simulation-1,2,289.17556683595353,2.5770552484903724,Pass,2.2885276242451864
1,86,country-none-book-1,1,296.6345049345021,2.5430713198115464,Pass,2.4157994720283664
2,86,farm-poiki-video-2,1,299.05608122720884,2.823413636603014,Pass,2.6196065543156903
3,86,country-none-book-4,3,289.3190745251254,2.533609392327757,Pass,2.5766079733217238
4,86,lab-wendy-puzzle-1,2,293.60954556193684,2.7016526550717304,Pass,2.639130314196727
5,86,who-wendy-routine-2,1,300.99739632756814,2.1336048290734135,Pass,2.3863675716350703
6,86,newbaby-poiki-hotspot-1,2,297.5619972216092,2.5089990022076893,Pass,2.4476832869213796
7,86,insects-roulette-1,3,292.39427665155864,2.108435913523457,Pass,2.2780596002224183
8,86,jungle-yasmin-puzzle-1,2,295.8823081722629,2.5217437613013693,Pass,2.399901680761894
9,86,country-wendy-videoclip-1,1,300.63686080375084,2.3873010328945536,Pass,2.3936013568282237
0,87,who-wendy-book-2,3,258.44336084326505,1.8174218448517374,Pass,1.9087109224258687
1,87,who-wendy-book-2,2,269.46004496079877,1.1888551408619226,Pass,1.5487830316438957
2,87,farm-poiki-video-2,1,278.2900074271522,1.789930544504645,Pass,1.6693567880742703
3,87,alphabet-poiki-tracing-1,2,260.2500432285461,1.736673505693847,Pass,1.7030151468840586
4,87,mycountryanimals-yasmin-flashcards-1,1,267.8229454329498,1.8152343288366086,Pass,1.7591247378603336
5,87,veggies-yasmin-flashcards-1,1,277.46407523028904,1.3733754411666974,Pass,1.5662500895135154
6,87,farm-poiki-video-1,2,264.40938836953194,1.8096424177598696,Pass,1.6879462536366925
7,87,farm-poiki-book-1,3,259.1156741836378,2.036388376671855,Pass,1.8621673151542737
8,87,country-yasmin-videoclip-1,1,269.3044130253198,1.534448416069312,Pass,1.6983078656117927
9,87,feelings-memory-1,1,265.1598881159437,1.3246954991600106,Pass,1.5115016823859015
0,88,who-wendy-book-1,1,327.84287372472255,2.4051443394263807,Pass,2.70257216971319
1,88,alphabet-kevin-tracing-1,2,323.5974884098037,2.1799713863434835,Pass,2.441271778028337
